,Festival_week,Months,OS,Place,Processor,Product,RAM,Sales
1615,no,8,Linux,america,i5,vostro,4,18
1616,no,8,Windows,america,i5,vostro,8,31
1617,no,8,Linux,america,i5,vostro,8,89
1618,no,8,Windows,america,i5,vostro,16,34
1619,no,8,Linux,america,i5,vostro,16,24
1620,no,8,Windows,america,i7,vostro,4,16
1621,no,8,Linux,america,i7,vostro,4,30
1622,no,8,Windows,america,i7,vostro,8,22
1623,no,8,Linux,america,i7,vostro,8,87
1624,no,8,Windows,america,i7,vostro,16,27
1625,no,8,Linux,america,i7,vostro,16,24
1626,no,8,Windows,america,i9,vostro,4,63
1627,no,8,Linux,america,i9,vostro,4,25
1628,no,8,Windows,america,i9,vostro,8,28
1629,no,8,Linux,america,i9,vostro,8,39
1630,no,8,Windows,america,i9,vostro,16,25
1631,no,8,Linux,america,i9,vostro,16,27
1632,no,8,Windows,asia,i3,xps,4,69
1633,no,8,Linux,asia,i3,xps,4,28
1634,no,8,Windows,asia,i3,xps,8,25
1635,no,8,Linux,asia,i3,xps,8,90
1636,no,8,Windows,asia,i3,xps,16,17
1637,no,8,Linux,asia,i3,xps,16,22
1638,no,8,Windows,asia,i5,xps,4,67
1639,no,8,Linux,asia,i5,xps,4,20
1640,no,8,Windows,asia,i5,xps,8,16
1641,no,8,Linux,asia,i5,xps,8,40
1642,no,8,Windows,asia,i5,xps,16,28
1643,no,8,Linux,asia,i5,xps,16,31
1644,no,8,Windows,asia,i7,xps,4,79
1645,no,8,Linux,asia,i7,xps,4,26
1646,no,8,Windows,asia,i7,xps,8,18
1647,no,8,Linux,asia,i7,xps,8,91
1648,no,8,Windows,asia,i7,xps,16,18
1649,no,8,Linux,asia,i7,xps,16,21
1650,no,8,Windows,asia,i9,xps,4,70
1651,no,8,Linux,asia,i9,xps,4,28
1652,no,8,Windows,asia,i9,xps,8,21
1653,no,8,Linux,asia,i9,xps,8,51
1654,no,8,Windows,asia,i9,xps,16,20
1655,no,8,Linux,asia,i9,xps,16,22
1656,no,8,Windows,africa,i3,xps,4,28
1657,no,8,Linux,africa,i3,xps,4,38
1658,no,8,Windows,africa,i3,xps,8,27
1659,no,8,Linux,africa,i3,xps,8,41
1660,no,8,Windows,africa,i3,xps,16,35
1661,no,8,Linux,africa,i3,xps,16,42
1662,no,8,Windows,africa,i5,xps,4,57
1663,no,8,Linux,africa,i5,xps,4,49
1664,no,8,Windows,africa,i5,xps,8,29
1665,no,8,Linux,africa,i5,xps,8,112
1666,no,8,Windows,africa,i5,xps,16,35
1667,no,8,Linux,africa,i5,xps,16,37
1668,no,8,Windows,africa,i7,xps,4,80
1669,no,8,Linux,africa,i7,xps,4,41
1670,no,8,Windows,africa,i7,xps,8,28
1671,no,8,Linux,africa,i7,xps,8,30
1672,no,8,Windows,africa,i7,xps,16,28
1673,no,8,Linux,africa,i7,xps,16,30
1674,no,8,Windows,africa,i9,xps,4,65
1675,no,8,Linux,africa,i9,xps,4,37
1676,no,8,Windows,africa,i9,xps,8,32
1677,no,8,Linux,africa,i9,xps,8,97
1678,no,8,Windows,africa,i9,xps,16,34
1679,no,8,Linux,africa,i9,xps,16,42
1680,no,8,Windows,europe,i3,xps,4,64
1681,no,8,Linux,europe,i3,xps,4,40
1682,no,8,Windows,europe,i3,xps,8,28
1683,no,8,Linux,europe,i3,xps,8,41
1684,no,8,Windows,europe,i3,xps,16,41
1685,no,8,Linux,europe,i3,xps,16,39
1686,no,8,Windows,europe,i5,xps,4,57
1687,no,8,Linux,europe,i5,xps,4,23
1688,no,8,Windows,europe,i5,xps,8,35
1689,no,8,Linux,europe,i5,xps,8,98
1690,no,8,Windows,europe,i5,xps,16,34
1691,no,8,Linux,europe,i5,xps,16,35
1692,no,8,Windows,europe,i7,xps,4,46
1693,no,8,Linux,europe,i7,xps,4,36
1694,no,8,Windows,europe,i7,xps,8,46
1695,no,8,Linux,europe,i7,xps,8,56
1696,no,8,Windows,europe,i7,xps,16,53
1697,no,8,Linux,europe,i7,xps,16,54
1698,no,8,Windows,europe,i9,xps,4,91
1699,no,8,Linux,europe,i9,xps,4,39
1700,no,8,Windows,europe,i9,xps,8,30
1701,no,8,Linux,europe,i9,xps,8,114
1702,no,8,Windows,europe,i9,xps,16,60
1703,no,8,Linux,europe,i9,xps,16,45
1704,no,8,Windows,america,i3,xps,4,89
1705,no,8,Linux,america,i3,xps,4,31
1706,no,8,Windows,america,i3,xps,8,44
1707,no,8,Linux,america,i3,xps,8,41
1708,no,8,Windows,america,i3,xps,16,33
1709,no,8,Linux,america,i3,xps,16,46
1710,no,8,Windows,america,i5,xps,4,78
1711,no,8,Linux,america,i5,xps,4,48
1712,no,8,Windows,america,i5,xps,8,39
1713,no,8,Linux,america,i5,xps,8,121
1714,no,8,Windows,america,i5,xps,16,29
1715,no,8,Linux,america,i5,xps,16,43
1716,no,8,Windows,america,i7,xps,4,100
1717,no,8,Linux,america,i7,xps,4,39
1718,no,8,Windows,america,i7,xps,8,34
1719,no,8,Linux,america,i7,xps,8,66
1720,no,8,Windows,america,i7,xps,16,37
1721,no,8,Linux,america,i7,xps,16,41
1722,no,8,Windows,america,i9,xps,4,83
1723,no,8,Linux,america,i9,xps,4,39
1724,no,8,Windows,america,i9,xps,8,34
1725,no,8,Linux,america,i9,xps,8,118
1726,no,8,Windows,america,i9,xps,16,29
1727,no,8,Linux,america,i9,xps,16,47
1728,dussehra,9,Windows,asia,i3,vostro,4,20
1729,dussehra,9,Linux,asia,i3,vostro,4,17
1730,dussehra,9,Windows,asia,i3,vostro,8,27
1731,dussehra,9,Linux,asia,i3,vostro,8,28
1732,dussehra,9,Windows,asia,i3,vostro,16,18
1733,dussehra,9,Linux,asia,i3,vostro,16,16
1734,dussehra,9,Windows,asia,i5,vostro,4,16
1735,dussehra,9,Linux,asia,i5,vostro,4,12
1736,dussehra,9,Windows,asia,i5,vostro,8,23
1737,dussehra,9,Linux,asia,i5,vostro,8,41
1738,dussehra,9,Windows,asia,i5,vostro,16,11
1739,dussehra,9,Linux,asia,i5,vostro,16,13
1740,dussehra,9,Windows,asia,i7,vostro,4,33
1741,dussehra,9,Linux,asia,i7,vostro,4,22
1742,dussehra,9,Windows,asia,i7,vostro,8,20
1743,dussehra,9,Linux,asia,i7,vostro,8,33
1744,dussehra,9,Windows,asia,i7,vostro,16,23
1745,dussehra,9,Linux,asia,i7,vostro,16,19
1746,dussehra,9,Windows,asia,i9,vostro,4,24
1747,dussehra,9,Linux,asia,i9,vostro,4,17
1748,dussehra,9,Windows,asia,i9,vostro,8,11
1749,dussehra,9,Linux,asia,i9,vostro,8,34
1750,dussehra,9,Windows,asia,i9,vostro,16,13
1751,dussehra,9,Linux,asia,i9,vostro,16,13
1752,dussehra,9,Windows,africa,i3,vostro,4,40
1753,dussehra,9,Linux,africa,i3,vostro,4,14
1754,dussehra,9,Windows,africa,i3,vostro,8,17
1755,dussehra,9,Linux,africa,i3,vostro,8,30
1756,dussehra,9,Windows,africa,i3,vostro,16,20
1757,dussehra,9,Linux,africa,i3,vostro,16,16
1758,dussehra,9,Windows,africa,i5,vostro,4,32
1759,dussehra,9,Linux,africa,i5,vostro,4,21
1760,dussehra,9,Windows,africa,i5,vostro,8,18
1761,dussehra,9,Linux,africa,i5,vostro,8,47
1762,dussehra,9,Windows,africa,i5,vostro,16,20
1763,dussehra,9,Linux,africa,i5,vostro,16,19
1764,dussehra,9,Windows,africa,i7,vostro,4,9
1765,dussehra,9,Linux,africa,i7,vostro,4,4
1766,dussehra,9,Windows,africa,i7,vostro,8,8
1767,dussehra,9,Linux,africa,i7,vostro,8,53
1768,dussehra,9,Windows,africa,i7,vostro,16,11
1769,dussehra,9,Linux,africa,i7,vostro,16,13
1770,dussehra,9,Windows,africa,i9,vostro,4,39
1771,dussehra,9,Linux,africa,i9,vostro,4,6
1772,dussehra,9,Windows,africa,i9,vostro,8,10
1773,dussehra,9,Linux,africa,i9,vostro,8,36
1774,dussehra,9,Windows,africa,i9,vostro,16,5
1775,dussehra,9,Linux,africa,i9,vostro,16,13
1776,dussehra,9,Windows,europe,i3,vostro,4,22
1777,dussehra,9,Linux,europe,i3,vostro,4,6
1778,dussehra,9,Windows,europe,i3,vostro,8,7
1779,dussehra,9,Linux,europe,i3,vostro,8,50
1780,dussehra,9,Windows,europe,i3,vostro,16,11
1781,dussehra,9,Linux,europe,i3,vostro,16,7
1782,dussehra,9,Windows,europe,i5,vostro,4,37
1783,dussehra,9,Linux,europe,i5,vostro,4,9
1784,dussehra,9,Windows,europe,i5,vostro,8,9
1785,dussehra,9,Linux,europe,i5,vostro,8,33
1786,dussehra,9,Windows,europe,i5,vostro,16,9
1787,dussehra,9,Linux,europe,i5,vostro,16,10
1788,dussehra,9,Windows,europe,i7,vostro,4,23
1789,dussehra,9,Linux,europe,i7,vostro,4,4
1790,dussehra,9,Windows,europe,i7,vostro,8,11
1791,dussehra,9,Linux,europe,i7,vostro,8,37
1792,dussehra,9,Windows,europe,i7,vostro,16,7
1793,dussehra,9,Linux,europe,i7,vostro,16,10
1794,dussehra,9,Windows,europe,i9,vostro,4,22
1795,dussehra,9,Linux,europe,i9,vostro,4,7
1796,dussehra,9,Windows,europe,i9,vostro,8,7
1797,dussehra,9,Linux,europe,i9,vostro,8,21
1798,dussehra,9,Windows,europe,i9,vostro,16,7
1799,dussehra,9,Linux,europe,i9,vostro,16,7
1800,dussehra,9,Windows,america,i3,vostro,4,14
1801,dussehra,9,Linux,america,i3,vostro,4,23
1802,dussehra,9,Windows,america,i3,vostro,8,22
1803,dussehra,9,Linux,america,i3,vostro,8,14
1804,dussehra,9,Windows,america,i3,vostro,16,19
1805,dussehra,9,Linux,america,i3,vostro,16,24
1806,dussehra,9,Windows,america,i5,vostro,4,22
1807,dussehra,9,Linux,america,i5,vostro,4,20
1808,dussehra,9,Windows,america,i5,vostro,8,26
1809,dussehra,9,Linux,america,i5,vostro,8,20
1810,dussehra,9,Windows,america,i5,vostro,16,22
1811,dussehra,9,Linux,america,i5,vostro,16,23
1812,dussehra,9,Windows,america,i7,vostro,4,25
1813,dussehra,9,Linux,america,i7,vostro,4,21
1814,dussehra,9,Windows,america,i7,vostro,8,19
1815,dussehra,9,Linux,america,i7,vostro,8,12
1816,dussehra,9,Windows,america,i7,vostro,16,18
1817,dussehra,9,Linux,america,i7,vostro,16,20
1818,dussehra,9,Windows,america,i9,vostro,4,27
1819,dussehra,9,Linux,america,i9,vostro,4,14
1820,dussehra,9,Windows,america,i9,vostro,8,24
1821,dussehra,9,Linux,america,i9,vostro,8,34
1822,dussehra,9,Windows,america,i9,vostro,16,15
1823,dussehra,9,Linux,america,i9,vostro,16,20
1824,dussehra,9,Windows,asia,i3,xps,4,26
1825,dussehra,9,Linux,asia,i3,xps,4,14
1826,dussehra,9,Windows,asia,i3,xps,8,15
1827,dussehra,9,Linux,asia,i3,xps,8,16
1828,dussehra,9,Windows,asia,i3,xps,16,24
1829,dussehra,9,Linux,asia,i3,xps,16,22
1830,dussehra,9,Windows,asia,i5,xps,4,14
1831,dussehra,9,Linux,asia,i5,xps,4,19
1832,dussehra,9,Windows,asia,i5,xps,8,18
1833,dussehra,9,Linux,asia,i5,xps,8,28
1834,dussehra,9,Windows,asia,i5,xps,16,18
1835,dussehra,9,Linux,asia,i5,xps,16,20
1836,dussehra,9,Windows,asia,i7,xps,4,42
1837,dussehra,9,Linux,asia,i7,xps,4,52
1838,dussehra,9,Windows,asia,i7,xps,8,55
1839,dussehra,9,Linux,asia,i7,xps,8,95
1840,dussehra,9,Windows,asia,i7,xps,16,45
1841,dussehra,9,Linux,asia,i7,xps,16,53
1842,dussehra,9,Windows,asia,i9,xps,4,73
1843,dussehra,9,Linux,asia,i9,xps,4,47
1844,dussehra,9,Windows,asia,i9,xps,8,36
1845,dussehra,9,Linux,asia,i9,xps,8,69
1846,dussehra,9,Windows,asia,i9,xps,16,52
1847,dussehra,9,Linux,asia,i9,xps,16,47
1848,dussehra,9,Windows,africa,i3,xps,4,64
1849,dussehra,9,Linux,africa,i3,xps,4,53
1850,dussehra,9,Windows,africa,i3,xps,8,34
1851,dussehra,9,Linux,africa,i3,xps,8,92
1852,dussehra,9,Windows,africa,i3,xps,16,48
1853,dussehra,9,Linux,africa,i3,xps,16,42
1854,dussehra,9,Windows,africa,i5,xps,4,68
1855,dussehra,9,Linux,africa,i5,xps,4,50
1856,dussehra,9,Windows,africa,i5,xps,8,48
1857,dussehra,9,Linux,africa,i5,xps,8,63
1858,dussehra,9,Windows,africa,i5,xps,16,43
1859,dussehra,9,Linux,africa,i5,xps,16,58
1860,dussehra,9,Windows,africa,i7,xps,4,82
1861,dussehra,9,Linux,africa,i7,xps,4,62
1862,dussehra,9,Windows,africa,i7,xps,8,55
1863,dussehra,9,Linux,africa,i7,xps,8,90
1864,dussehra,9,Windows,africa,i7,xps,16,49
1865,dussehra,9,Linux,africa,i7,xps,16,55
1866,dussehra,9,Windows,africa,i9,xps,4,76
1867,dussehra,9,Linux,africa,i9,xps,4,51
1868,dussehra,9,Windows,africa,i9,xps,8,40
1869,dussehra,9,Linux,africa,i9,xps,8,72
1870,dussehra,9,Windows,africa,i9,xps,16,50
1871,dussehra,9,Linux,africa,i9,xps,16,36
1872,dussehra,9,Windows,europe,i3,xps,4,32
1873,dussehra,9,Linux,europe,i3,xps,4,27
1874,dussehra,9,Windows,europe,i3,xps,8,29
1875,dussehra,9,Linux,europe,i3,xps,8,58
1876,dussehra,9,Windows,europe,i3,xps,16,31
1877,dussehra,9,Linux,europe,i3,xps,16,26
1878,dussehra,9,Windows,europe,i5,xps,4,45
1879,dussehra,9,Linux,europe,i5,xps,4,33
1880,dussehra,9,Windows,europe,i5,xps,8,25
1881,dussehra,9,Linux,europe,i5,xps,8,67
1882,dussehra,9,Windows,europe,i5,xps,16,35
1883,dussehra,9,Linux,europe,i5,xps,16,29
1884,dussehra,9,Windows,europe,i7,xps,4,83
1885,dussehra,9,Linux,europe,i7,xps,4,29
1886,dussehra,9,Windows,europe,i7,xps,8,27
1887,dussehra,9,Linux,europe,i7,xps,8,65
1888,dussehra,9,Windows,europe,i7,xps,16,33
1889,dussehra,9,Linux,europe,i7,xps,16,32
1890,dussehra,9,Windows,europe,i9,xps,4,45
1891,dussehra,9,Linux,europe,i9,xps,4,40
1892,dussehra,9,Windows,europe,i9,xps,8,39
1893,dussehra,9,Linux,europe,i9,xps,8,59
1894,dussehra,9,Windows,europe,i9,xps,16,24
1895,dussehra,9,Linux,europe,i9,xps,16,27
1896,dussehra,9,Windows,america,i3,xps,4,86
1897,dussehra,9,Linux,america,i3,xps,4,23
1898,dussehra,9,Windows,america,i3,xps,8,27
1899,dussehra,9,Linux,america,i3,xps,8,62
1900,dussehra,9,Windows,america,i3,xps,16,36
1901,dussehra,9,Linux,america,i3,xps,16,28
1902,dussehra,9,Windows,america,i5,xps,4,41
1903,dussehra,9,Linux,america,i5,xps,4,18
1904,dussehra,9,Windows,america,i5,xps,8,31
1905,dussehra,9,Linux,america,i5,xps,8,89
1906,dussehra,9,Windows,america,i5,xps,16,34
1907,dussehra,9,Linux,america,i5,xps,16,24
1908,dussehra,9,Windows,america,i7,xps,4,16
1909,dussehra,9,Linux,america,i7,xps,4,30
1910,dussehra,9,Windows,america,i7,xps,8,22
1911,dussehra,9,Linux,america,i7,xps,8,87
1912,dussehra,9,Windows,america,i7,xps,16,27
1913,dussehra,9,Linux,america,i7,xps,16,24
1914,dussehra,9,Windows,america,i9,xps,4,63
1915,dussehra,9,Linux,america,i9,xps,4,25
1916,dussehra,9,Windows,america,i9,xps,8,28
1917,dussehra,9,Linux,america,i9,xps,8,39
1918,dussehra,9,Windows,america,i9,xps,16,25
1919,dussehra,9,Linux,america,i9,xps,16,27
1920,no,10,Windows,asia,i3,vostro,4,69
1921,no,10,Linux,asia,i3,vostro,4,28
1922,no,10,Windows,asia,i3,vostro,8,25
1923,no,10,Linux,asia,i3,vostro,8,90
1924,no,10,Windows,asia,i3,vostro,16,17
1925,no,10,Linux,asia,i3,vostro,16,22
1926,no,10,Windows,asia,i5,vostro,4,67
1927,no,10,Linux,asia,i5,vostro,4,20
1928,no,10,Windows,asia,i5,vostro,8,16
1929,no,10,Linux,asia,i5,vostro,8,40
1930,no,10,Windows,asia,i5,vostro,16,28
1931,no,10,Linux,asia,i5,vostro,16,31
1932,no,10,Windows,asia,i7,vostro,4,79
1933,no,10,Linux,asia,i7,vostro,4,26
1934,no,10,Windows,asia,i7,vostro,8,18
1935,no,10,Linux,asia,i7,vostro,8,91
1936,no,10,Windows,asia,i7,vostro,16,18
1937,no,10,Linux,asia,i7,vostro,16,21
1938,no,10,Windows,asia,i9,vostro,4,70
1939,no,10,Linux,asia,i9,vostro,4,28
1940,no,10,Windows,asia,i9,vostro,8,21
1941,no,10,Linux,asia,i9,vostro,8,51
1942,no,10,Windows,asia,i9,vostro,16,20
1943,no,10,Linux,asia,i9,vostro,16,22
1944,no,10,Windows,africa,i3,vostro,4,28
1945,no,10,Linux,africa,i3,vostro,4,38
1946,no,10,Windows,africa,i3,vostro,8,27
1947,no,10,Linux,africa,i3,vostro,8,41
1948,no,10,Windows,africa,i3,vostro,16,35
1949,no,10,Linux,africa,i3,vostro,16,42
1950,no,10,Windows,africa,i5,vostro,4,57
1951,no,10,Linux,africa,i5,vostro,4,49
1952,no,10,Windows,africa,i5,vostro,8,29
1953,no,10,Linux,africa,i5,vostro,8,112
1954,no,10,Windows,africa,i5,vostro,16,35
1955,no,10,Linux,africa,i5,vostro,16,37
1956,no,10,Windows,africa,i7,vostro,4,80
1957,no,10,Linux,africa,i7,vostro,4,41
1958,no,10,Windows,africa,i7,vostro,8,28
1959,no,10,Linux,africa,i7,vostro,8,30
1960,no,10,Windows,africa,i7,vostro,16,28
1961,no,10,Linux,africa,i7,vostro,16,30
1962,no,10,Windows,africa,i9,vostro,4,65
1963,no,10,Linux,africa,i9,vostro,4,37
1964,no,10,Windows,africa,i9,vostro,8,32
1965,no,10,Linux,africa,i9,vostro,8,97
1966,no,10,Windows,africa,i9,vostro,16,34
1967,no,10,Linux,africa,i9,vostro,16,42
1968,no,10,Windows,europe,i3,vostro,4,64
1969,no,10,Linux,europe,i3,vostro,4,40
1970,no,10,Windows,europe,i3,vostro,8,28
1971,no,10,Linux,europe,i3,vostro,8,41
1972,no,10,Windows,europe,i3,vostro,16,41
1973,no,10,Linux,europe,i3,vostro,16,39
1974,no,10,Windows,europe,i5,vostro,4,57
1975,no,10,Linux,europe,i5,vostro,4,23
1976,no,10,Windows,europe,i5,vostro,8,35
1977,no,10,Linux,europe,i5,vostro,8,98
1978,no,10,Windows,europe,i5,vostro,16,34
1979,no,10,Linux,europe,i5,vostro,16,35
1980,no,10,Windows,europe,i7,vostro,4,46
1981,no,10,Linux,europe,i7,vostro,4,36
1982,no,10,Windows,europe,i7,vostro,8,46
1983,no,10,Linux,europe,i7,vostro,8,56
1984,no,10,Windows,europe,i7,vostro,16,53
1985,no,10,Linux,europe,i7,vostro,16,54
1986,no,10,Windows,europe,i9,vostro,4,91
1987,no,10,Linux,europe,i9,vostro,4,39
1988,no,10,Windows,europe,i9,vostro,8,30
1989,no,10,Linux,europe,i9,vostro,8,114
1990,no,10,Windows,europe,i9,vostro,16,60
1991,no,10,Linux,europe,i9,vostro,16,45
1992,no,10,Windows,america,i3,vostro,4,89
1993,no,10,Linux,america,i3,vostro,4,31
1994,no,10,Windows,america,i3,vostro,8,44
1995,no,10,Linux,america,i3,vostro,8,41
1996,no,10,Windows,america,i3,vostro,16,33
1997,no,10,Linux,america,i3,vostro,16,46
1998,no,10,Windows,america,i5,vostro,4,78
1999,no,10,Linux,america,i5,vostro,4,48
2000,no,10,Windows,america,i5,vostro,8,39
2001,no,10,Linux,america,i5,vostro,8,121
2002,no,10,Windows,america,i5,vostro,16,29
2003,no,10,Linux,america,i5,vostro,16,43
2004,no,10,Windows,america,i7,vostro,4,100
2005,no,10,Linux,america,i7,vostro,4,39
2006,no,10,Windows,america,i7,vostro,8,34
2007,no,10,Linux,america,i7,vostro,8,66
2008,no,10,Windows,america,i7,vostro,16,37
2009,no,10,Linux,america,i7,vostro,16,41
2010,no,10,Windows,america,i9,vostro,4,83
2011,no,10,Linux,america,i9,vostro,4,39
2012,no,10,Windows,america,i9,vostro,8,34
2013,no,10,Linux,america,i9,vostro,8,118
2014,no,10,Windows,america,i9,vostro,16,29
2015,no,10,Linux,america,i9,vostro,16,47
2016,no,10,Windows,asia,i3,xps,4,20
2017,no,10,Linux,asia,i3,xps,4,17
2018,no,10,Windows,asia,i3,xps,8,27
2019,no,10,Linux,asia,i3,xps,8,28
2020,no,10,Windows,asia,i3,xps,16,18
2021,no,10,Linux,asia,i3,xps,16,16
2022,no,10,Windows,asia,i5,xps,4,16
2023,no,10,Linux,asia,i5,xps,4,12
2024,no,10,Windows,asia,i5,xps,8,23
2025,no,10,Linux,asia,i5,xps,8,41
2026,no,10,Windows,asia,i5,xps,16,11
2027,no,10,Linux,asia,i5,xps,16,13
2028,no,10,Windows,asia,i7,xps,4,33
2029,no,10,Linux,asia,i7,xps,4,22
2030,no,10,Windows,asia,i7,xps,8,20
2031,no,10,Linux,asia,i7,xps,8,33
2032,no,10,Windows,asia,i7,xps,16,23
2033,no,10,Linux,asia,i7,xps,16,19
2034,no,10,Windows,asia,i9,xps,4,24
2035,no,10,Linux,asia,i9,xps,4,17
2036,no,10,Windows,asia,i9,xps,8,11
2037,no,10,Linux,asia,i9,xps,8,34
2038,no,10,Windows,asia,i9,xps,16,13
2039,no,10,Linux,asia,i9,xps,16,13
2040,no,10,Windows,africa,i3,xps,4,40
2041,no,10,Linux,africa,i3,xps,4,14
2042,no,10,Windows,africa,i3,xps,8,17
2043,no,10,Linux,africa,i3,xps,8,30
2044,no,10,Windows,africa,i3,xps,16,20
2045,no,10,Linux,africa,i3,xps,16,16
2046,no,10,Windows,africa,i5,xps,4,32
2047,no,10,Linux,africa,i5,xps,4,21
2048,no,10,Windows,africa,i5,xps,8,18
2049,no,10,Linux,africa,i5,xps,8,47
2050,no,10,Windows,africa,i5,xps,16,20
2051,no,10,Linux,africa,i5,xps,16,19
2052,no,10,Windows,africa,i7,xps,4,9
2053,no,10,Linux,africa,i7,xps,4,4
2054,no,10,Windows,africa,i7,xps,8,8
2055,no,10,Linux,africa,i7,xps,8,53
2056,no,10,Windows,africa,i7,xps,16,11
2057,no,10,Linux,africa,i7,xps,16,13
2058,no,10,Windows,africa,i9,xps,4,39
2059,no,10,Linux,africa,i9,xps,4,6
2060,no,10,Windows,africa,i9,xps,8,10
2061,no,10,Linux,africa,i9,xps,8,36
2062,no,10,Windows,africa,i9,xps,16,5
2063,no,10,Linux,africa,i9,xps,16,13
2064,no,10,Windows,europe,i3,xps,4,22
2065,no,10,Linux,europe,i3,xps,4,6
2066,no,10,Windows,europe,i3,xps,8,7
2067,no,10,Linux,europe,i3,xps,8,50
2068,no,10,Windows,europe,i3,xps,16,11
2069,no,10,Linux,europe,i3,xps,16,7
2070,no,10,Windows,europe,i5,xps,4,37
2071,no,10,Linux,europe,i5,xps,4,9
2072,no,10,Windows,europe,i5,xps,8,9
2073,no,10,Linux,europe,i5,xps,8,33
2074,no,10,Windows,europe,i5,xps,16,9
2075,no,10,Linux,europe,i5,xps,16,10
2076,no,10,Windows,europe,i7,xps,4,23
2077,no,10,Linux,europe,i7,xps,4,4
2078,no,10,Windows,europe,i7,xps,8,11
2079,no,10,Linux,europe,i7,xps,8,37
2080,no,10,Windows,europe,i7,xps,16,7
2081,no,10,Linux,europe,i7,xps,16,10
2082,no,10,Windows,europe,i9,xps,4,22
2083,no,10,Linux,europe,i9,xps,4,7
2084,no,10,Windows,europe,i9,xps,8,7
2085,no,10,Linux,europe,i9,xps,8,21
2086,no,10,Windows,europe,i9,xps,16,7
2087,no,10,Linux,europe,i9,xps,16,7
2088,no,10,Windows,america,i3,xps,4,14
2089,no,10,Linux,america,i3,xps,4,23
2090,no,10,Windows,america,i3,xps,8,22
2091,no,10,Linux,america,i3,xps,8,14
2092,no,10,Windows,america,i3,xps,16,19
2093,no,10,Linux,america,i3,xps,16,24
2094,no,10,Windows,america,i5,xps,4,22
2095,no,10,Linux,america,i5,xps,4,20
2096,no,10,Windows,america,i5,xps,8,26
2097,no,10,Linux,america,i5,xps,8,20
2098,no,10,Windows,america,i5,xps,16,22
2099,no,10,Linux,america,i5,xps,16,23
2100,no,10,Windows,america,i7,xps,4,25
2101,no,10,Linux,america,i7,xps,4,21
2102,no,10,Windows,america,i7,xps,8,19
2103,no,10,Linux,america,i7,xps,8,12
2104,no,10,Windows,america,i7,xps,16,18
2105,no,10,Linux,america,i7,xps,16,20
2106,no,10,Windows,america,i9,xps,4,27
2107,no,10,Linux,america,i9,xps,4,14
2108,no,10,Windows,america,i9,xps,8,24
2109,no,10,Linux,america,i9,xps,8,34
2110,no,10,Windows,america,i9,xps,16,15
2111,no,10,Linux,america,i9,xps,16,20
2112,no,11,Windows,asia,i3,vostro,4,26
2113,no,11,Linux,asia,i3,vostro,4,14
2114,no,11,Windows,asia,i3,vostro,8,15
2115,no,11,Linux,asia,i3,vostro,8,16
2116,no,11,Windows,asia,i3,vostro,16,24
2117,no,11,Linux,asia,i3,vostro,16,22
2118,no,11,Windows,asia,i5,vostro,4,14
2119,no,11,Linux,asia,i5,vostro,4,19
2120,no,11,Windows,asia,i5,vostro,8,18
2121,no,11,Linux,asia,i5,vostro,8,28
2122,no,11,Windows,asia,i5,vostro,16,18
2123,no,11,Linux,asia,i5,vostro,16,20
2124,no,11,Windows,asia,i7,vostro,4,42
2125,no,11,Linux,asia,i7,vostro,4,52
2126,no,11,Windows,asia,i7,vostro,8,55
2127,no,11,Linux,asia,i7,vostro,8,95
2128,no,11,Windows,asia,i7,vostro,16,45
2129,no,11,Linux,asia,i7,vostro,16,53
2130,no,11,Windows,asia,i9,vostro,4,73
2131,no,11,Linux,asia,i9,vostro,4,47
2132,no,11,Windows,asia,i9,vostro,8,36
2133,no,11,Linux,asia,i9,vostro,8,69
2134,no,11,Windows,asia,i9,vostro,16,52
2135,no,11,Linux,asia,i9,vostro,16,47
2136,no,11,Windows,africa,i3,vostro,4,64
2137,no,11,Linux,africa,i3,vostro,4,53
2138,no,11,Windows,africa,i3,vostro,8,34
2139,no,11,Linux,africa,i3,vostro,8,92
2140,no,11,Windows,africa,i3,vostro,16,48
2141,no,11,Linux,africa,i3,vostro,16,42
2142,no,11,Windows,africa,i5,vostro,4,68
2143,no,11,Linux,africa,i5,vostro,4,50
2144,no,11,Windows,africa,i5,vostro,8,48
2145,no,11,Linux,africa,i5,vostro,8,63
2146,no,11,Windows,africa,i5,vostro,16,43
2147,no,11,Linux,africa,i5,vostro,16,58
2148,no,11,Windows,africa,i7,vostro,4,82
2149,no,11,Linux,africa,i7,vostro,4,62
2150,no,11,Windows,africa,i7,vostro,8,55
2151,no,11,Linux,africa,i7,vostro,8,90
2152,no,11,Windows,africa,i7,vostro,16,49
2153,no,11,Linux,africa,i7,vostro,16,55
2154,no,11,Windows,africa,i9,vostro,4,76
2155,no,11,Linux,africa,i9,vostro,4,51
2156,no,11,Windows,africa,i9,vostro,8,40
2157,no,11,Linux,africa,i9,vostro,8,72
2158,no,11,Windows,africa,i9,vostro,16,50
2159,no,11,Linux,africa,i9,vostro,16,36
2160,no,11,Windows,europe,i3,vostro,4,32
2161,no,11,Linux,europe,i3,vostro,4,27
2162,no,11,Windows,europe,i3,vostro,8,29
2163,no,11,Linux,europe,i3,vostro,8,58
2164,no,11,Windows,europe,i3,vostro,16,31
2165,no,11,Linux,europe,i3,vostro,16,26
2166,no,11,Windows,europe,i5,vostro,4,45
